OrderID,Units_Sold,MRP,Discount_Applied,Returns,Discount,Revenue,Estimated Cost,Profit,Dim_Date.DateID,Dim_Region.RegionID,Dim_Channel.ChannelID,Dim_Gender.GenderID,Dim_Product.ProductID
3347,2,6653.09,0,No,0,13306.19,8649.02,4657.17,3,3,1,2,127
3347,2,6653.09,0,No,0,13306.19,8649.02,4657.17,3,3,1,2,55
3347,2,6653.09,0,No,0,13306.19,8649.02,4657.17,3,3,1,2,127
3521,2,6653.09,0,No,0,13306.19,8649.02,4657.17,3,6,1,3,81
3521,2,6653.09,0,No,0,13306.19,8649.02,4657.17,3,6,1,3,132
3521,2,6653.09,0,No,0,13306.19,8649.02,4657.17,3,6,1,3,166
3521,2,6653.09,0,No,0,13306.19,8649.02,4657.17,3,6,1,3,81
3521,2,6653.09,0,No,0,13306.19,8649.02,4657.17,3,6,1,3,132
3521,2,6653.09,0,No,0,13306.19,8649.02,4657.17,3,6,1,3,166
3521,2,6653.09,0,No,0,13306.19,8649.02,4657.17,3,6,1,3,81
3521,2,6653.09,0,No,0,13306.19,8649.02,4657.17,3,6,1,3,132
3521,2,6653.09,0,No,0,13306.19,8649.02,4657.17,3,6,1,3,166
3718,2,6653.09,0,No,0,13306.19,8649.02,4657.17,3,6,1,1,112
3801,2,6653.09,0,No,0,13306.19,8649.02,4657.17,3,5,1,3,26
3801,2,6653.09,0,No,0,13306.19,8649.02,4657.17,3,5,1,3,54
3801,2,6653.09,0,No,0,13306.19,8649.02,4657.17,3,5,1,3,64
3801,2,6653.09,0,No,0,13306.19,8649.02,4657.17,3,5,1,3,26
3801,2,6653.09,0,No,0,13306.19,8649.02,4657.17,3,5,1,3,54
3801,2,6653.09,0,No,0,13306.19,8649.02,4657.17,3,5,1,3,64
3801,2,6653.09,0,No,0,13306.19,8649.02,4657.17,3,5,1,3,26
3801,2,6653.09,0,No,0,13306.19,8649.02,4657.17,3,5,1,3,54
3801,2,6653.09,0,No,0,13306.19,8649.02,4657.17,3,5,1,3,64
3865,2,6653.09,0,No,0,13306.19,8649.02,4657.17,3,2,1,2,55
3865,2,6653.09,0,No,0,13306.19,8649.02,4657.17,3,2,1,2,127
3865,2,6653.09,0,No,0,13306.19,8649.02,4657.17,3,2,1,2,55
3865,2,6653.09,0,No,0,13306.19,8649.02,4657.17,3,2,1,2,127
4243,2,6653.09,0,No,0,13306.19,8649.02,4657.17,3,1,2,1,112
2206,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,5,1,2,9
2206,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,5,1,2,109
2206,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,5,1,2,178
2206,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,5,1,2,9
2206,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,5,1,2,109
2206,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,5,1,2,178
2206,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,5,1,2,9
2206,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,5,1,2,109
2206,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,5,1,2,178
2549,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,5,2,2,25
2549,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,5,2,2,45
2549,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,5,2,2,70
2549,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,5,2,2,25
2549,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,5,2,2,45
2549,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,5,2,2,70
2549,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,5,2,2,25
2549,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,5,2,2,45
2549,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,5,2,2,70
2927,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,3,2,2,10
2927,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,3,2,2,43
2927,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,3,2,2,10
2927,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,3,2,2,43
3201,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,3,2,3,10
3201,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,3,2,3,43
3201,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,3,2,3,10
3201,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,3,2,3,43
3412,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,2,1,2,25
3412,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,2,1,2,45
3412,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,2,1,2,70
3412,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,2,1,2,25
3412,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,2,1,2,45
3412,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,2,1,2,70
3412,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,2,1,2,25
3412,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,2,1,2,45
3412,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,2,1,2,70
3430,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,1,1,2,9
3430,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,1,1,2,109
3430,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,1,1,2,178
3430,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,1,1,2,9
3430,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,1,1,2,109
3430,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,1,1,2,178
3430,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,1,1,2,9
3430,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,1,1,2,109
3430,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,1,1,2,178
3599,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,4,1,1,10
3599,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,4,1,1,43
3599,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,4,1,1,10
3599,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,4,1,1,43
3604,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,3,2,1,51
3633,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,1,1,1,51
3658,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,5,2,3,10
3658,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,5,2,3,43
3658,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,5,2,3,10
3658,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,5,2,3,43
3892,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,5,1,1,9
3892,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,5,1,1,109
3892,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,5,1,1,178
3892,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,5,1,1,9
3892,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,5,1,1,109
3892,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,5,1,1,178
3892,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,5,1,1,9
3892,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,5,1,1,109
3892,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,5,1,1,178
3998,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,5,1,2,51
4203,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,4,1,1,9
4203,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,4,1,1,109
4203,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,4,1,1,178
4203,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,4,1,1,9
4203,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,4,1,1,109
4203,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,4,1,1,178
4203,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,4,1,1,9
4203,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,4,1,1,109
4203,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,4,1,1,178
4219,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,4,2,1,51
4341,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,2,2,1,51
4349,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,3,2,3,51
4381,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,4,2,2,25
4381,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,4,2,2,45
4381,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,4,2,2,70
4381,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,4,2,2,25
4381,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,4,2,2,45
4381,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,4,2,2,70
4381,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,4,2,2,25
4381,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,4,2,2,45
4381,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,4,2,2,70
4435,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,2,1,3,9
4435,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,2,1,3,109
4435,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,2,1,3,178
4435,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,2,1,3,9
4435,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,2,1,3,109
4435,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,2,1,3,178
4435,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,2,1,3,9
4435,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,2,1,3,109
4435,2,6116.82,0,No,0,12233.63,7951.86,4281.77,3,2,1,3,178
2132,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,5,1,2,18
2132,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,5,1,2,152
2132,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,5,1,2,18
2132,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,5,1,2,152
2252,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,5,2,3,18
2252,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,5,2,3,152
2252,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,5,2,3,18
2252,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,5,2,3,152
2106,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,1,2,3,34
2131,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,3,2,1,61
2131,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,3,2,1,185
2131,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,3,2,1,210
2131,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,3,2,1,61
2131,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,3,2,1,185
2131,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,3,2,1,210
2131,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,3,2,1,61
2131,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,3,2,1,185
2131,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,3,2,1,210
2333,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,2,1,1,34
2774,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,1,1,3,61
2774,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,1,1,3,185
2774,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,1,1,3,210
2774,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,1,1,3,61
2774,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,1,1,3,185
2774,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,1,1,3,210
2774,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,1,1,3,61
2774,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,1,1,3,185
2774,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,1,1,3,210
3074,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,2,1,3,88
3074,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,2,1,3,116
3074,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,2,1,3,146
3074,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,2,1,3,88
3074,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,2,1,3,116
3074,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,2,1,3,146
3074,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,2,1,3,88
3074,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,2,1,3,116
3074,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,2,1,3,146
3152,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,5,2,1,34
3291,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,2,2,3,61
3291,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,2,2,3,185
3291,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,2,2,3,210
3291,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,2,2,3,61
3291,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,2,2,3,185
3291,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,2,2,3,210
3291,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,2,2,3,61
3291,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,2,2,3,185
3291,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,2,2,3,210
3396,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,1,2,1,18
3396,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,1,2,1,152
3396,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,1,2,1,18
3396,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,1,2,1,152
3601,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,4,2,3,61
3601,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,4,2,3,185
3601,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,4,2,3,210
3601,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,4,2,3,61
3601,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,4,2,3,185
3601,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,4,2,3,210
3601,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,4,2,3,61
3601,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,4,2,3,185
3601,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,4,2,3,210
4091,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,6,2,1,18
4091,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,6,2,1,152
4091,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,6,2,1,18
4091,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,6,2,1,152
4364,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,6,2,1,34
4404,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,2,2,3,88
4404,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,2,2,3,116
4404,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,2,2,3,146
4404,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,2,2,3,88
4404,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,2,2,3,116
4404,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,2,2,3,146
4404,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,2,2,3,88
4404,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,2,2,3,116
4404,2,5965.27,0,No,0,11930.54,7158.32,4772.22,3,2,2,3,146
2128,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,1,2,3,48
2128,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,1,2,3,214
2128,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,1,2,3,48
2128,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,1,2,3,214
2214,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,3,2,2,66
2214,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,3,2,2,131
2214,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,3,2,2,208
2214,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,3,2,2,66
2214,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,3,2,2,131
2214,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,3,2,2,208
2214,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,3,2,2,66
2214,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,3,2,2,131
2214,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,3,2,2,208
2492,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,6,1,1,48
2492,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,6,1,1,214
2492,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,6,1,1,48
2492,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,6,1,1,214
2704,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,2,1,3,48
2704,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,2,1,3,214
2704,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,2,1,3,48
2704,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,2,1,3,214
2924,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,1,2,3,66
2924,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,1,2,3,131
2924,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,1,2,3,208
2924,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,1,2,3,66
2924,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,1,2,3,131
2924,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,1,2,3,208
2924,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,1,2,3,66
2924,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,1,2,3,131
2924,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,1,2,3,208
3294,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,6,2,3,56
3474,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,2,2,3,87
3474,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,2,2,3,139
3474,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,2,2,3,213
3474,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,2,2,3,87
3474,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,2,2,3,139
3474,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,2,2,3,213
3474,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,2,2,3,87
3474,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,2,2,3,139
3474,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,2,2,3,213
3571,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,5,1,1,66
3571,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,5,1,1,131
3571,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,5,1,1,208
3571,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,5,1,1,66
3571,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,5,1,1,131
3571,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,5,1,1,208
3571,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,5,1,1,66
3571,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,5,1,1,131
3571,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,5,1,1,208
3580,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,6,2,2,56
3822,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,4,1,1,87
3822,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,4,1,1,139
3822,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,4,1,1,213
3822,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,4,1,1,87
3822,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,4,1,1,139
3822,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,4,1,1,213
3822,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,4,1,1,87
3822,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,4,1,1,139
3822,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,4,1,1,213
4169,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,5,2,2,48
4169,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,5,2,2,214
4169,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,5,2,2,48
4169,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,5,2,2,214
4469,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,1,2,1,87
4469,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,1,2,1,139
4469,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,1,2,1,213
4469,2,6174.66,0,No,0,12349.32,7409.59,4939.73,3,1,2,1,87
